AAPL,MSFT,GOOG,AMZN,META,NVDA,TSLA,NFLX
0.5609434159508863,0.2920031787519009,0.6500902391612914,0.6881129432782427,0.10979296226923271,0.2395640986275364,0.5255680806334571,0.43675148153128357
0.49663976849914226,0.32939121448528397,0.6758795949725657,0.6555583870857896,0.5132061395122431,0.7254482413936065,0.5935018684504091,0.32814150742335235
0.5737501568164998,0.30822347983420023,0.6756900602614546,0.4900148178027494,0.4630275272909479,0.36381409111921176,0.744508267734806,0.4690941035862396
0.41433443556737853,0.4295732899023541,0.6064618371106697,0.5730888128728157,0.5825465223191977,0.5861642006015766,0.9283295201740923,0.41871699672307694
0.39755145418569254,0.33724545435042447,0.6231958845150991,0.7257944585441783,0.47721050846902496,0.3319687046074944,0.3351037568617521,0.6301185575649402
0.6486508342406885,0.608630853661039,0.3668980585422611,0.5464322646133439,0.5233371618281456,0.5437377193458026,0.6742857555896379,0.5447191097549364
0.635782712614379,0.5135158138977783,0.5578238797379967,0.626257645167708,0.20856883602886672,0.43606575672853976,0.4059254691414409,0.3722244303513317
0.4449715497546633,0.7989882622468791,0.32683377686135134,0.6936556709182962,0.16342604567683902,0.433022994002845,0.5325506130210012,0.6172444662718557
0.6422453159585709,0.6586694470399851,0.4302549855503125,0.4075296414670866,0.6715951762514307,0.461739135023677,0.24486273533241565,0.27334255719930384
0.31610954279967773,0.5994321488107528,0.528485147214113,0.6380970708135536,0.4145494707326931,0.5317079382153428,0.6251180787934674,0.4381306920559523
0.5913550475114823,0.3676148117866697,0.42738923068698564,0.42365242120033414,0.26083207088219207,0.5973944961571164,0.4061195319594552,0.5024988237455374
0.5961493317811818,0.5893062352059888,0.6330770217945572,0.48030290309811524,0.41534033759116923,0.4840563578187202,0.16253311320839403,0.21057750551538254
0.23546007752911954,0.30055063447970365,0.5799548453446873,0.31890418892798783,0.4243674891921221,0.7598456595572131,0.4287472057877148,0.6475031136934173
0.3132764639980246,0.45891248842647403,0.30999558901788377,0.4321933848198875,0.6680616274914791,0.15453591536153027,0.5868847287091714,0.5475471204664556
0.3811700088606411,0.21078842912230908,0.5144259015427739,0.3941014581872396,0.5465352422709407,0.5043704291046885,0.8203557782641832,0.45212887450539513
0.29530050147562703,0.5358551269912633,0.543999336794353,0.7718375150480873,0.6670222491829156,0.5713742118299018,0.7926605782439123,0.26224738913542983
0.37204969345005046,0.31468481171889506,0.42203803936884643,0.22466277048873823,0.6270301893628808,0.4555554605802453,0.20583874109946845,0.2968841837584917
0.5627027694900391,0.6676253135788762,0.8993461783383573,1.0,0.5828818866551992,0.30209237599362715,0.07359074385373816,0.5535422924687672
0.33741178093793484,0.4169285479640629,0.3775806401880384,0.471841822716723,0.7131960461575287,0.531409713489069,0.4682730325922624,0.29286924943483766
0.1650634110591286,0.40273841818533385,0.48924348983633587,0.8535859827159766,0.5260549042945771,0.6965479022046115,0.40014088029216965,0.2630112467165951
0.3069766475535256,0.3549547870928494,0.9256939464870328,0.3357226641551228,0.667697840747269,0.31941456438259475,0.6863146025748488,0.5769901932211726
0.4686724204683819,0.49184749477291323,0.3690424609141219,0.5892144402964161,0.409003303931844,0.25487884724655036,0.24441248513607616,0.5345175835444239
0.815818251282087,0.5319983227146876,0.4762723347780235,0.5571652279205086,0.761200348341365,0.5438765002727712,0.41781455383325256,0.7212577420119778
0.5857512876923227,0.8071511983991984,0.5366468874443812,0.2551061936559,0.22636816015086703,0.8301855864462498,0.8447331441566593,0.46409615734347986
0.4233625357728025,0.7922888584484405,0.2785908635913024,0.3210545962088347,0.6286653589378088,0.42107897542808204,0.4989756266559857,0.4673114202950975
0.5675149097597867,0.7814963722627434,0.5181169813803491,0.6287877586553716,0.08996557979379552,0.4902563196139764,0.3313539459414258,0.2562373879152744
0.3243695266142499,0.4331753118598376,0.6831805084712026,0.23472145645208722,0.5061262985188835,0.40316611333328434,0.43446538112760785,0.7005515650609209
0.6076230874007852,0.7674796214885488,0.46909886415001995,0.3608114776658594,0.4552282366239001,0.5484993582542443,0.5353146716907422,0.2831223855533267
0.5180979563255748,0.5456456660277811,1.0,0.875368922256334,0.32935132988823596,0.4425233276901648,0.20731159963259937,0.3818585972073027
0.5631210007180681,0.7411707241776467,0.35418323245127836,0.3691707119864407,0.07054219405226901,0.46746681589101846,0.28751711762808735,0.39411211452678524
0.3246278443664824,0.4811474891494886,0.1484543217286738,0.20659095092180188,0.9258494224056596,0.2425154837451938,0.2806428843090721,0.8673827056642628
1.0,0.26568667423493164,0.42635020864239387,0.5683111101881019,0.8457395288811184,0.3026285843143525,0.45094443081157803,0.6554675152123488
0.5869532148933237,0.42476878575398014,0.4732354070967918,0.22502083832600364,0.452365251205067,0.44672250199820895,0.5464339779252512,0.3889345562361968
0.5943077045090278,0.7025431635639657,0.5310858655336932,0.5703512816798407,0.5106310695155735,0.5000168786182828,0.3556883932914305,0.5632988523346616
0.48054268031730213,0.918633661786119,0.8146709804950486,0.5771693105113002,0.3473885580610465,0.2775177056033164,0.738228590617773,0.5525498450294277
0.5960286806783222,0.15108280260516152,0.6854876963116361,0.5908840676428726,0.2779138631171044,0.40569503851001026,0.5527434408713039,0.5104933596712488
0.441565762839289,0.4793023463868078,0.4496045243586229,0.5305125024204937,0.7942983945986315,0.0,0.45262994709806315,0.5353024842744893
0.5591987979374199,0.42561708373574203,0.1486556435042835,0.5655990967428219,0.8454700428328371,0.1932277190167725,0.6727656027396376,0.43429495537542123
0.48773513083423053,0.2894202978592102,0.43310876552882466,0.7600089189397916,0.6165310483975414,0.8464623210819888,0.7354823777955388,0.5878173357859152
0.8487869052335584,0.5877986317476598,0.6655976353594117,0.44068580929305834,0.5133091631718409,0.3605152353399446,0.6979167869189706,0.2643392753770269
0.6564700684835323,0.46186978849896815,0.7342494186934639,0.650173797746252,0.8641292315293603,0.646154938227729,0.18559194886935185,0.4866093654203599
0.26559856148103683,0.3963440315267451,0.8022456866553442,0.6275067621795392,0.3602139142842507,0.2972565267119202,0.5065564185752521,0.2566879701237744
0.36577194452068373,0.5624018943102488,0.7310624072213392,0.621752294444888,0.041742098280380044,0.560873345806052,0.5144067146465156,0.5827780570745386
0.8232419363302415,0.08735234463905145,0.38177931496177886,0.618181264558671,0.1836811201092116,0.7951898096107018,0.5736713225401316,0.6693167971686809
0.3858112676956411,0.6627527379932421,0.7136943111978076,0.5465756040274337,0.5468801785397392,0.5540686478563452,0.3273309470521236,0.47049426395192945
0.4694954935095283,0.576678772870699,0.6999648493820589,0.28829278360431815,0.4749981939360845,0.7962911095317946,0.35128235423748716,0.33554999654193596
0.5404612383662387,0.668877038097064,0.5022852111121319,0.7657921180873979,0.6713587965133053,0.6683640133780123,0.6108233002648187,0.9655306200692171
0.45896766222679114,0.09929554158669723,0.8208508723034282,0.40846011380863484,0.5215760888686066,0.7619101369721054,0.17954809178821493,0.24967055717877212
0.1797444125762293,0.3411727419949152,0.5879273212033987,0.6048375685625542,0.5552548358657108,0.21744682322152672,0.03797931267347121,0.5108707170780765
0.4056447932723329,0.5918771543433223,0.640390725244254,0.5276482864117363,0.6520266170751707,0.5458422748230137,0.6060129411202934,0.3590653474260236
0.4640777172337083,0.5393552193313914,0.6641056950834837,0.42125176555508553,0.6042334511464226,0.4468322416169242,0.4764915665343739,0.6659038084048147
0.10138792578916887,0.24070553438504783,0.20356292051143587,0.033276776030339086,0.36434711196896463,0.649886779945548,0.44302318672348506,0.5395580163883704
0.7178434993421585,0.7655372264535383,0.4861724130547721,0.7707171779138795,0.5184253316868218,0.33252035523450757,0.381119929560253,0.20389269748699676
0.3223732292532695,0.42839666238511415,0.6607170038757204,0.8441539662331967,0.22356369692459202,0.5785654936519837,0.2918912121684931,0.5949394176926404
0.47378266986245465,0.13381883483049395,0.6856593983136968,0.37899985743825376,0.3932199523252891,0.28604951774206205,0.36914334466248894,0.5855780881389835
0.46215113181271894,0.5657324004564962,0.5723843707857688,0.7641323311056334,0.4314427698271241,0.20462843663085364,0.7134444833143966,0.43370236558054903
0.7229184889154755,0.5766754226364941,0.473772493959331,0.569755178809259,0.8902025120252599,0.9153961058107507,0.5138762270265557,0.5320381186634151
0.7152480314932771,0.33086779344653056,0.5666140745236511,0.4948274304092287,0.5627816422915107,0.33332623881011886,0.1820865013382062,0.08540331280174167
0.27652317740207843,0.4082649430121334,0.44136168267024767,0.8874462324859034,0.7211986739814596,0.3075817767316745,0.5695416904901914,0.418584352729935
0.44312723239198093,0.5370651298830764,0.6238342233950787,0.4321483032231969,0.7127703065468717,0.2716123547715192,0.5012678124724537,1.0
0.544615948525055,0.7866429013212346,0.5183040356346417,0.6161554190659593,0.48864336112146173,0.4659184837671591,0.34410352065491606,0.5860602717915107
0.3296925621628464,0.6331170472626858,0.7170574008891819,0.573306281447446,0.44275025328886164,0.5907931158617392,0.4382653888907175,0.6871094250930299
0.13371878315697527,0.4328785263762708,0.10183760097520048,0.20098783395455902,0.7727724459627818,0.6790369963943372,0.35610395334304196,0.1994993087918206
0.0,0.3913008984134731,0.9840830024494804,0.5869768542927295,0.3880855427901021,0.5930160419000613,0.18780832940111145,0.4405353274604729
0.5198954946031478,0.4827798696357903,0.658161224338016,0.5689290452472104,0.6336652036215993,0.3623255435538481,0.6795630816821097,0.8257873895247982
0.3059700960697175,0.322460868857088,0.7671568672640466,0.46173120266098794,0.7807642784133114,0.41149285762156323,0.7910091152541423,0.5262971633610904
0.5516457646645391,0.8129436043339808,0.4276459045111658,0.31177558081500834,0.41028715839432917,0.5904667901286278,0.18684818556389718,0.6274941805302243
0.39224573647645133,0.7295625321467127,0.021147939019905693,0.3426868449791663,0.16270636975317962,0.3347541067272095,0.5495331802217887,0.464154674910049
0.44932448621039706,0.4681630257239878,0.5406776481239887,0.29829279161137845,0.6413699281798102,0.6325331940770967,0.5770075875312202,0.6113066885502526
0.5592836001617318,0.9070146605462134,0.482581165789498,0.43858335633308465,0.34929448392852447,0.29354746588443265,0.2511056424797849,0.3222405373538163
0.4858639236695857,0.5668590256995429,0.5102284117104324,0.3468929445140574,0.6800369128039926,0.6478825344601894,0.4680703385155966,0.3694167710670576
0.6096855841659599,0.5375947174972209,0.21037454811699047,0.486403948803119,0.5524071624148762,0.3200610427024493,0.5379686785674886,0.20903550294844217
0.7672372200024342,0.7495899970118863,0.449496533139407,0.5726908675678146,0.01801560684002501,0.2687304679469334,0.441244215969574,0.2855733957146282
0.6428792965261317,0.8994593061495988,0.2646770561141396,0.3325073191829615,0.547089673661986,0.8222232296999241,0.2555251374920194,0.5498072244613884
0.8642597701626217,0.16964817036414656,0.2437861586308336,0.4152786787078323,0.39588231742891783,0.662520257550729,0.5483319439641676,0.14500758807157432
0.6030820805801621,0.38449222252886994,0.7548894433882478,0.37448249271261613,0.3726769433795529,0.6082263221609063,0.6525852964673873,0.5896198727872407
0.16288053652303838,0.6076068879856502,0.2931383896651202,0.5470552223176527,0.21525311292018798,0.5892644295086127,0.3386802191385255,0.2434730699478957
0.6427640272964799,0.5483289043353503,0.37720463972142054,0.7902357698042128,0.4118695156860515,0.506421534794187,0.5537826895357202,0.3760668131742773
0.5942272586799859,0.39330953056705514,0.41767233555675815,0.7725285279606682,0.2918827894975134,0.01744393381410199,0.8221873990023789,1.0
0.41894614691013365,0.11263239187596294,0.43790320476081124,0.4427554100318662,0.46201523179554865,0.2773223916156303,0.6159122284952955,0.6049014750572171
0.2011188760361387,0.6398393463389775,0.9105369963891782,0.534392066487412,0.43253496758629884,0.47159935711849577,0.6230513533937123,0.15386567889855637
0.5328781405954605,0.421907210107438,0.8695650025912091,0.46516545323900843,0.8335775222239039,0.27925186044359857,0.6174518333605584,0.5638800527582457
0.32619055042704354,0.535479222927388,0.7425037673663201,0.43524165914267987,0.16160747016604735,0.4964874347045108,0.31951538104149746,0.43153181226722354
0.48368244606297583,0.1588695567968966,0.1768683321358644,0.5964133671051051,0.39545626076606394,0.0,0.656968807321627,0.554473951054848
0.3572250351927032,0.23663395778835172,0.6671615792628673,0.569870124512086,0.9765204565368146,0.5840377197449875,0.5775406282524029,0.46661441397828696
0.6633551734401583,0.6250170402496308,0.750345001713039,0.39573541627254305,0.41291850541120756,0.40417936581760394,0.6581603442357977,0.7996748880593464
0.4082319013701399,0.41504525444138174,0.5628154447739598,0.4508476999974197,0.690410730627978,0.04964454187619066,0.33465899061662113,0.34351673320771087
0.03592879752277102,0.3072723111262392,0.31696877683081476,0.45977906909623395,0.7225931783320527,0.4509878697618595,0.29383725594576926,0.4886090917572942
0.7098347242882699,0.304808236777019,0.31788502321571027,0.6117097918548448,0.4556927768538399,0.6294969381418949,0.49727064164094065,0.6403327296179134
0.2929843771918718,0.4975830698423465,0.4578619971273687,0.25682181517917385,0.18730441042626236,0.6371498070549323,0.4298095235564044,0.2955439436705341
0.4807642126153336,0.7256037714698605,0.04385243092561546,0.20067226201933472,0.31542271162094654,0.7922357733440657,0.5565173965838593,0.6534634480922453
0.2719678161747539,0.27609282494589477,0.5895627433445421,0.5116548661870893,0.6097477637728252,0.46246580181430963,0.5556287452909254,0.5316238169810219
0.655553477816985,0.6614016563888941,0.17602560112164606,0.05054628893182887,0.7003490795303015,0.7375450186523874,0.2958753960973325,0.12803291869087427
0.5198069642014402,0.686167645270106,0.8595189044868629,0.6032595144202902,0.425656660682861,0.32137387568302744,0.5022902583341309,0.4401470592229487
0.29698641885423677,0.9097511301726574,0.8570336804144263,0.7272097367110858,0.31582992043817454,0.6710038648594557,0.6279252818995803,0.5885091248408105
0.7499330534087554,0.6270742285722555,0.6480028472608671,0.627381256674442,0.5681582816004211,0.14327777405716335,0.5167242154821114,0.3887616082301749
0.2440318084719959,0.8363633238601648,0.8457990681771407,0.7718441200591225,0.5510426833711749,0.7701250241905313,0.5024106361203651,0.5405594553795559
0.2813057259076034,0.579398260899768,0.5120771856848835,0.2394695766331071,0.4897605776366806,0.48405408722863835,0.859512233328928,0.6788426657026819
0.5022890878182932,0.5497574619602166,0.5088424756208396,0.4594172030408905,0.28351456052234264,0.46978962447861417,0.3507803486694973,0.24993689221537072
0.602244362909507,0.578252931986647,0.14265849772638442,0.4754630725009746,0.6991402771799846,0.7118447477792641,0.7051673685770478,0.5077826413802919
0.33099093440616983,0.2832602345283879,0.5689209809500715,0.5758560068730326,0.757466222321013,0.7199959300684167,0.4735542686937656,0.2511588242278261
0.43617868059782045,0.543446238962105,0.4595833509221192,0.3844211783844688,0.5505769629939797,0.39920845171787794,0.37438678325492525,0.5622905668606879
0.4196014839741591,0.5488208777956705,0.5546408045704245,0.27211419978168505,0.40375177522691763,0.7875553879832925,0.26758409745314254,0.07666911020589383
0.1276309693514977,0.5058219893153338,0.5061834556065398,0.4764778289149758,0.7428379657857004,0.0,0.5791867748861648,0.8122876403607147
0.2744438470216572,0.424038697642021,0.34942161655427584,0.3211307907844943,0.434747598995392,0.785497056736901,0.867477335097504,0.43281215499197045
0.8810120428128939,0.5071152953969249,0.8507382053402163,0.48134027006930163,0.5262115652092288,0.5730948945285669,1.0,0.6702571149689579
0.35854709400970725,0.6937995740551717,0.4276334925831317,0.4020499634197581,0.6817202719784222,0.5062171175542305,0.5557151829023612,0.5027970443730585
0.567316625321087,0.5849931794872298,0.11260661345891695,0.6333145337219067,0.3035961160339399,0.21154017288811777,0.48831775122826354,0.5167962006628909
0.36129876708554387,0.6662063715335949,0.23156496672581864,0.4186112502454882,0.3830251730133999,0.4906825459321321,0.5557728569294477,0.29842141007529105
0.6448565354912457,0.51260047366694,0.12161074933761791,0.1082817119205938,0.49753614141413777,0.45580653644272917,0.4793159772850733,0.4944035086939564
0.5451119679020361,0.6895299219696599,0.2777790198164884,0.2656056814198411,0.2813352284225235,0.5577833334337414,0.7489894757292892,0.4137321123520979
0.0,0.15920142747792493,0.3333926554407977,0.388454222500957,0.41832227454905474,0.5077162245961834,0.43765073383551056,0.7098679221086814
0.36479653886372626,0.3275364081048914,0.5957751077040924,0.19287158601477616,0.5779383410640004,0.5205106367452533,0.4705115020163665,0.8176552214298524
0.3755585109410564,0.9120596341048156,0.45491371015438015,0.2445967110059544,0.5139839161989651,0.2847509599362464,0.34964883043729994,0.5794066600030982
